α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.9,0.0,84.74520185307743,84.76775018663517,85.24697874148896,SAGE_GCN,3560,0.15,true,0.0,2
0.8,0.1,90.85794655414908,90.86592023524653,91.1068115330789,geometric,3560,0.2,true,0.0,2
0.8,0.1,90.75246132208157,90.75761335218799,90.9823772549235,arithmetic,3560,0.2,true,0.0,2
0.7,0.25,90.92827004219409,90.93560508815206,91.19623939233922,harmonic,3560,0.2,true,0.0,2
0.4,0.55,91.31504922644163,91.31482525149805,91.47322085924911,L^2,3560,0.2,true,0.0,2
0.8,0.1,90.71729957805907,90.72437087923943,90.96965654809375,maximum,3560,0.2,true,0.0,2
0.9,0.0,90.78762306610409,90.79239648026527,91.06229898055705,standard,3560,0.2,true,0.0,2
0.9,0.0,89.31082981715893,89.34625733869426,89.5647917730916,p0.5,3560,0.2,true,0.0,2
0.9,0.0,84.0365682137834,83.96879640898945,84.7788355553208,SAGE_Max,3560,0.2,true,0.0,2
0.9,0.0,84.07172995780591,84.14207630180915,84.89693938505187,SAGE_GCN,3560,0.2,true,0.0,2
0.7,0.25,88.48431024274718,88.47199576147953,88.8767827935169,geometric,3560,0.05,true,0.0,3
0.7,0.1,88.30669034931913,88.3050497008519,88.60771711010233,arithmetic,3560,0.05,true,0.0,3
0.8,0.1,88.51391355831854,88.4967715659125,89.04624169496616,harmonic,3560,0.05,true,0.0,3
0.6,0.1,88.12907045589105,88.12441897174378,88.39186496663318,L^2,3560,0.05,true,0.0,3
0.8,0.1,88.66193013617524,88.65391939351208,89.00620557204523,maximum,3560,0.05,true,0.0,3
0.8,0.0,83.92539964476022,83.87711069665232,84.30937825259302,standard,3560,0.05,true,0.0,3
0.9,0.0,83.00769686204855,83.0412941469654,83.10600656214586,p0.5,3560,0.05,true,0.0,3
0.9,0.0,58.20011841326228,58.18028423232984,68.07363218596181,SAGE_Max,3560,0.05,true,0.0,3
0.9,0.0,83.89579632918887,83.8620025525403,85.37693463088874,SAGE_GCN,3560,0.05,true,0.0,3
0.8,0.1,90.46875,90.47510420625838,90.68117367772174,geometric,3560,0.1,true,0.0,3
0.5,0.4,90.6875,90.69328665355326,90.83837779032761,arithmetic,3560,0.1,true,0.0,3
0.7,0.25,90.59375,90.60162067676892,90.80314824925898,harmonic,3560,0.1,true,0.0,3
0.5,0.4,90.65625,90.66473316128368,90.81432124848196,L^2,3560,0.1,true,0.0,3
0.4,0.4,90.40625,90.40797736922764,90.61666323928567,maximum,3560,0.1,true,0.0,3
0.9,0.0,87.875,87.86218241038651,88.70490366897515,standard,3560,0.1,true,0.0,3
0.9,0.0,88.15625,88.18749671695156,88.24678012551414,p0.5,3560,0.1,true,0.0,3
0.9,0.0,77.90625,77.8790068306046,80.76714880350609,SAGE_Max,3560,0.1,true,0.0,3
0.9,0.0,82.625,82.58344755645129,83.94290881716763,SAGE_GCN,3560,0.1,true,0.0,3
0.7,0.25,90.60225016545334,90.6233886469909,90.76521877914257,geometric,3560,0.15,true,0.0,3
0.8,0.1,90.46988749172733,90.495692521754,90.60729218877565,arithmetic,3560,0.15,true,0.0,3
0.6,0.25,90.37061548643283,90.39217211509836,90.54640117022453,harmonic,3560,0.15,true,0.0,3
0.8,0.1,90.37061548643283,90.39630879992511,90.51054172554652,L^2,3560,0.15,true,0.0,3
