α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.9,0.0,85.89831644191305,85.60305173260106,85.98290352981908,SAGE_GCN,60000,0.005,true,0.0,2
0.7,0.25,95.30355674169562,95.25546637435036,95.28480550771255,geometric,60000,0.007,true,0.0,2
0.4,0.55,95.79535726874465,95.74105859986058,95.8003113448353,arithmetic,60000,0.007,true,0.0,2
0.7,0.25,95.20956073652584,95.16075677148854,95.19024059787948,harmonic,60000,0.007,true,0.0,2
0.4,0.55,95.91117377511455,95.85624146598347,95.9229885234761,L^2,60000,0.007,true,0.0,2
0.4,0.55,95.85914027225272,95.80310820366098,95.86785606328242,maximum,60000,0.007,true,0.0,2
0.9,0.0,94.11853567651947,94.05134033340049,94.08451181411522,standard,60000,0.007,true,0.0,2
0.9,0.0,54.908773519982546,55.66484059308958,86.1595997379762,p0.5,60000,0.007,true,0.0,2
0.9,0.0,82.75341155143764,82.53157598515747,83.22633784902945,SAGE_Max,60000,0.007,true,0.0,2
0.9,0.0,86.2681907447505,86.02714594315893,86.16489888126428,SAGE_GCN,60000,0.007,true,0.0,2
0.7,0.25,95.75309057270205,95.69534217657235,95.76493005746407,geometric,60000,0.009,true,0.0,2
0.4,0.55,96.02556555378017,95.96373239159534,96.05741581110456,arithmetic,60000,0.009,true,0.0,2
0.4,0.55,95.82877806744597,95.77295737666883,95.8384763975395,harmonic,60000,0.009,true,0.0,2
0.4,0.55,96.06929610629888,96.00634325991714,96.10244975613529,L^2,60000,0.009,true,0.0,2
0.4,0.55,95.96501555798504,95.90179350293411,95.99733147889393,maximum,60000,0.009,true,0.0,2
0.9,0.0,94.82633924817088,94.77253146452811,94.81983004161614,standard,60000,0.009,true,0.0,2
0.9,0.0,61.74417626776554,62.52743169967714,86.33952483257599,p0.5,60000,0.009,true,0.0,2
0.9,0.0,83.73055251871163,83.70891056165146,84.71708155641556,SAGE_Max,60000,0.009,true,0.0,2
0.9,0.0,87.10285089563536,86.93966852632731,87.02392926786615,SAGE_GCN,60000,0.009,true,0.0,2
0.4,0.55,90.56342492950932,90.67038183946498,90.64908804288233,geometric,60000,0.001,true,0.0,3
0.7,0.25,91.64289170295477,91.73274827006097,91.68997838310034,arithmetic,60000,0.001,true,0.0,3
0.4,0.55,90.50336186328978,90.60840978499576,90.58905714618663,harmonic,60000,0.001,true,0.0,3
0.7,0.25,92.12673306972322,92.21085000928412,92.1684449700592,L^2,60000,0.001,true,0.0,3
0.8,0.1,90.08959407377746,90.19868435375594,90.17707859525107,maximum,60000,0.001,true,0.0,3
0.9,0.0,87.65870831039257,87.72430634853275,87.67039435540751,standard,60000,0.001,true,0.0,3
0.9,0.0,38.36361512921901,38.902639473703736,77.9854944650658,p0.5,60000,0.001,true,0.0,3
0.9,0.0,60.770475666116084,60.250364168973405,61.173785283280694,SAGE_Max,60000,0.001,true,0.0,3
0.9,0.0,64.31586499157449,63.8562032307543,65.03973539845124,SAGE_GCN,60000,0.001,true,0.0,3
0.4,0.55,94.53156346128127,94.45746438138075,94.53956763955603,geometric,60000,0.003,true,0.0,3
0.4,0.55,94.94449645579778,94.87253439818805,94.95953638460995,arithmetic,60000,0.003,true,0.0,3
0.4,0.55,94.49645579777986,94.4226568501874,94.50389665514955,harmonic,60000,0.003,true,0.0,3
0.4,0.55,95.1601578173064,95.08631804795309,95.17907867351511,L^2,60000,0.003,true,0.0,3
0.4,0.55,95.13675270830547,95.06277802037984,95.14968190260855,maximum,60000,0.003,true,0.0,3
0.9,0.0,92.92162632071687,92.81741732639352,92.94764353963349,standard,60000,0.003,true,0.0,3
0.9,0.0,49.672328473986894,50.51527951964295,83.26665498985075,p0.5,60000,0.003,true,0.0,3
0.9,0.0,74.58205162498328,74.20811022801574,74.79717011264695,SAGE_Max,60000,0.003,true,0.0,3
0.9,0.0,79.9050421291962,79.61531920054676,79.73204701723546,SAGE_GCN,60000,0.003,true,0.0,3
0.4,0.55,95.14197168942123,95.08691261897239,95.1130369979657,geometric,60000,0.005,true,0.0,3
0.4,0.55,95.64452634223971,95.58520604436795,95.64044436319911,arithmetic,60000,0.005,true,0.0,3
0.4,0.55,95.08334031325907,95.0287522317083,95.05261438885199,harmonic,60000,0.005,true,0.0,3
0.4,0.55,95.79361755590921,95.7318194261909,95.8028527294961,L^2,60000,0.005,true,0.0,3
0.4,0.55,95.79361755590921,95.73225770225129,95.80833099596035,maximum,60000,0.005,true,0.0,3
0.9,0.0,93.57567635480358,93.5073101570299,93.5317188499669,standard,60000,0.005,true,0.0,3
0.9,0.0,55.4837088533378,56.29483470039186,84.13250176777541,p0.5,60000,0.005,true,0.0,3
0.9,0.0,80.19599631459921,79.86356623076513,81.27247167846319,SAGE_Max,60000,0.005,true,0.0,3
0.9,0.0,84.80274729876875,84.55707264336837,84.68074502913021,SAGE_GCN,60000,0.005,true,0.0,3
0.7,0.25,95.55365325545094,95.5119122329358,95.55969647870847,geometric,60000,0.007,true,0.0,3
0.4,0.55,95.87256827299126,95.80155172716381,95.91400026227598,arithmetic,60000,0.007,true,0.0,3
0.7,0.25,95.41433774778858,95.37552358824065,95.4199762306289,harmonic,60000,0.007,true,0.0,3
0.4,0.55,95.94810077714554,95.87306983193771,96.00082024881476,L^2,60000,0.007,true,0.0,3
0.4,0.55,95.85074777179112,95.77018286198127,95.90451922057672,maximum,60000,0.007,true,0.0,3
0.9,0.0,93.91543716534905,93.85238166544383,93.95114144464468,standard,60000,0.007,true,0.0,3
0.9,0.0,58.118065696493616,58.8960650897094,85.38275507063989,p0.5,60000,0.007,true,0.0,3
0.9,0.0,83.76051160682813,83.6288824694,84.03141184177115,SAGE_Max,60000,0.007,true,0.0,3
0.9,0.0,87.07219228897057,86.88300206105856,86.92178956175087,SAGE_GCN,60000,0.007,true,0.0,3
0.4,0.55,95.46043225969221,95.42501859874906,95.47558664487813,geometric,60000,0.009,true,0.0,3
0.4,0.55,95.77831973761668,95.73008833052089,95.81275932110725,arithmetic,60000,0.009,true,0.0,3
0.4,0.55,95.41670170717349,95.38386970875742,95.430627009462,harmonic,60000,0.009,true,0.0,3
0.4,0.55,95.82877806744597,95.7773608259598,95.86856360420192,L^2,60000,0.009,true,0.0,3
0.7,0.25,95.75813640568497,95.71615414271344,95.77506732680882,maximum,60000,0.009,true,0.0,3
0.9,0.0,94.34193928180977,94.30125774278645,94.35607935155257,standard,60000,0.009,true,0.0,3
0.9,0.0,59.89403750735851,60.594620232516206,85.77251395472754,p0.5,60000,0.009,true,0.0,3
0.9,0.0,84.96173576654613,84.58634387645668,85.7678727046537,SAGE_Max,60000,0.009,true,0.0,3
0.9,0.0,88.75620216970819,88.631695204482,88.92180592226919,SAGE_GCN,60000,0.009,true,0.0,3
0.4,0.55,88.91002218996613,88.86976084967671,89.11905349123025,geometric,60000,0.001,true,0.0,4
0.4,0.55,90.39491466039341,90.30161961967748,90.45876386766457,arithmetic,60000,0.001,true,0.0,4
0.4,0.55,88.65308574002702,88.63483774967914,88.9238388109962,harmonic,60000,0.001,true,0.0,4
0.7,0.25,91.49607087441814,91.37757807705093,91.49147908241567,L^2,60000,0.001,true,0.0,4
0.8,0.1,89.34214258304553,89.12229192784046,89.24223057850384,maximum,60000,0.001,true,0.0,4
0.9,0.0,85.41802225670287,85.36721111481198,85.60669990000407,standard,60000,0.001,true,0.0,4
0.9,0.0,38.66559887882276,39.08656809581568,77.64448599261364,p0.5,60000,0.001,true,0.0,4
0.9,0.0,57.487028046115086,57.05155287170412,56.73336625326264,SAGE_Max,60000,0.001,true,0.0,4
0.9,0.0,64.78969584730633,64.55622137456454,64.25583644275179,SAGE_GCN,60000,0.001,true,0.0,4
0.7,0.25,94.8375016717935,94.77300019974727,94.81260509728922,geometric,60000,0.003,true,0.0,4
0.7,0.25,95.31897819981275,95.25022696918238,95.31246723490685,arithmetic,60000,0.003,true,0.0,4
0.7,0.25,94.73552226828942,94.66989881709279,94.70824228742032,harmonic,60000,0.003,true,0.0,4
0.7,0.25,95.51959341982078,95.4509908856684,95.51860443063222,L^2,60000,0.003,true,0.0,4
0.7,0.25,95.56138825732245,95.51031813204978,95.54723089917067,maximum,60000,0.003,true,0.0,4
0.9,0.0,92.84472381971379,92.72636485835059,92.82354957031664,standard,60000,0.003,true,0.0,4
0.9,0.0,48.52213454594089,49.39796612095598,83.61878248614359,p0.5,60000,0.003,true,0.0,4
0.9,0.0,76.17527083054702,75.78502372836199,76.23262453184564,SAGE_Max,60000,0.003,true,0.0,4
0.9,0.0,81.70556372876823,81.37118681543862,81.6082731584175,SAGE_GCN,60000,0.003,true,0.0,4
0.4,0.55,94.57911047826451,94.538495566565,94.67773410261418,geometric,60000,0.005,true,0.0,4
0.4,0.55,95.18050087947064,95.12949769260155,95.26629684782571,arithmetic,60000,0.005,true,0.0,4
0.4,0.55,94.53723092386296,94.49809859580952,94.63696905784053,harmonic,60000,0.005,true,0.0,4
0.4,0.55,95.37147164754167,95.31502304810971,95.45184352119378,L^2,60000,0.005,true,0.0,4
0.7,0.25,95.18552642599883,95.14646896760117,95.24205121268758,maximum,60000,0.005,true,0.0,4
0.9,0.0,92.84864729039283,92.7922868789493,92.99257093301924,standard,60000,0.005,true,0.0,4
0.9,0.0,58.25781053689588,59.07651145290449,83.2292154025293,p0.5,60000,0.005,true,0.0,4
0.9,0.0,80.84596699891114,80.63508146491604,81.29994197821571,SAGE_Max,60000,0.005,true,0.0,4
0.9,0.0,84.37055029734483,84.13578002871087,84.39620878220602,SAGE_GCN,60000,0.005,true,0.0,4
0.7,0.25,95.23138123772597,95.16942346999451,95.22442044818617,geometric,60000,0.007,true,0.0,4
0.4,0.55,95.75003776625208,95.68617122312446,95.78148273605827,arithmetic,60000,0.007,true,0.0,4
0.7,0.25,95.13234973227924,95.07215449158262,95.12538355419707,harmonic,60000,0.007,true,0.0,4
0.7,0.25,95.95481477751481,95.8902386507633,95.9838794998874,L^2,60000,0.007,true,0.0,4
0.7,0.25,95.52344025378922,95.46016452130284,95.53451998541775,maximum,60000,0.007,true,0.0,4
0.9,0.0,93.83319066082548,93.74493390704599,93.8114409745397,standard,60000,0.007,true,0.0,4
0.9,0.0,56.60070161303858,57.3610344420754,84.65249311045555,p0.5,60000,0.007,true,0.0,4
0.9,0.0,81.33675747352166,80.99572560802697,82.09644617483895,SAGE_Max,60000,0.007,true,0.0,4
0.9,0.0,86.33365224835087,86.15576959717814,86.67419872132533,SAGE_GCN,60000,0.007,true,0.0,4
0.4,0.55,95.66226557900933,95.64405208632651,95.65291637203458,geometric,60000,0.009,true,0.0,4
0.4,0.55,96.07938777226474,96.03990603471118,96.0872127853659,arithmetic,60000,0.009,true,0.0,4
0.4,0.55,95.62526280380119,95.60724029891678,95.61352801580121,harmonic,60000,0.009,true,0.0,4
0.7,0.25,96.22067109578673,96.1773523973935,96.22714422894481,L^2,60000,0.009,true,0.0,4
0.5,0.4,95.93305861575982,95.89953859110238,95.93016770361184,maximum,60000,0.009,true,0.0,4
0.9,0.0,94.43276427550248,94.38697867836204,94.42985709730293,standard,60000,0.009,true,0.0,4
0.9,0.0,61.929190143806245,62.69318902554816,85.44043602897284,p0.5,60000,0.009,true,0.0,4
0.9,0.0,85.23757463627953,85.0426637533442,85.12786486895816,SAGE_Max,60000,0.009,true,0.0,4
0.9,0.0,88.3357160877975,88.1543850956807,88.31355373144561,SAGE_GCN,60000,0.009,true,0.0,4
0.4,0.55,90.68521948045448,90.79411651435609,90.65694111537339,geometric,60000,0.001,true,0.0,5
0.7,0.25,92.04664898143051,92.13043952921382,92.00377480253677,arithmetic,60000,0.001,true,0.0,5
0.4,0.55,90.55508283697883,90.67077778091729,90.52036669517199,harmonic,60000,0.001,true,0.0,5
0.4,0.55,92.18679613594274,92.23251527167285,92.17502159525557,L^2,60000,0.001,true,0.0,5
0.7,0.25,93.0026527854247,93.05175334454464,93.02727267083533,maximum,60000,0.001,true,0.0,5
0.9,0.0,88.12086023658175,88.11382126451296,88.24297079221189,standard,60000,0.001,true,0.0,5
0.9,0.0,37.954852595224985,38.69704780994797,79.22408725588087,p0.5,60000,0.001,true,0.0,5
0.9,0.0,61.629711196756595,61.262096762750375,61.087816755772884,SAGE_Max,60000,0.001,true,0.0,5
0.9,0.0,67.29566044346565,66.93460459320113,66.89105264896395,SAGE_GCN,60000,0.001,true,0.0,5
0.7,0.25,94.93948107529758,94.878977430832,94.94841687707677,geometric,60000,0.003,true,0.0,5
0.7,0.25,95.45272167981811,95.39173681918342,95.47197672680187,arithmetic,60000,0.003,true,0.0,5
0.4,0.55,94.94115286879764,94.88577758693167,94.94261144232686,harmonic,60000,0.003,true,0.0,5
0.7,0.25,95.6299317908252,95.56979325146202,95.64865366183666,L^2,60000,0.003,true,0.0,5
0.7,0.25,95.41259863581651,95.35049648491147,95.4189898586318,maximum,60000,0.003,true,0.0,5
0.9,0.0,93.41814899023673,93.35789483774099,93.40294891390603,standard,60000,0.003,true,0.0,5
0.9,0.0,49.7726360839909,50.60508244064008,83.31448487901655,p0.5,60000,0.003,true,0.0,5
0.9,0.0,76.72361909856895,76.37179664064661,76.94765340496001,SAGE_Max,60000,0.003,true,0.0,5
0.9,0.0,81.38792296375553,81.12454847688852,81.76406262533966,SAGE_GCN,60000,0.003,true,0.0,5
0.4,0.55,94.91414691347684,94.88013576113781,94.91292412827221,geometric,60000,0.005,true,0.0,5
0.7,0.25,95.61772342742273,95.5651934852498,95.63560648715115,arithmetic,60000,0.005,true,0.0,5
0.4,0.55,94.8287126224977,94.79652452024038,94.82533989475408,harmonic,60000,0.005,true,0.0,5
0.7,0.25,95.83382192813468,95.77543884100939,95.85751614420863,L^2,60000,0.005,true,0.0,5
0.8,0.1,94.84713962643437,94.8013250141477,94.82886251218794,maximum,60000,0.005,true,0.0,5
0.9,0.0,93.2255632800067,93.15308640794828,93.21326552236812,standard,60000,0.005,true,0.0,5
0.9,0.0,54.13351201943212,54.956696856326325,83.49915529104885,p0.5,60000,0.005,true,0.0,5
0.9,0.0,82.23804338721837,81.9675065618852,82.51974039257594,SAGE_Max,60000,0.005,true,0.0,5
0.9,0.0,86.01725437641343,85.83622610076853,85.94428472224209,SAGE_GCN,60000,0.005,true,0.0,5
0.7,0.25,95.73996676569817,95.68011287751808,95.74775591130665,geometric,60000,0.007,true,0.0,5
0.7,0.25,95.95313627742249,95.89082178744069,95.9712466962907,arithmetic,60000,0.007,true,0.0,5
0.7,0.25,95.70975376403645,95.64934961680048,95.71790678101324,harmonic,60000,0.007,true,0.0,5
0.7,0.25,96.00013428000739,95.93782084967121,96.01747986407598,L^2,60000,0.007,true,0.0,5
0.7,0.25,95.86585427262199,95.8130864311579,95.85835314669116,maximum,60000,0.007,true,0.0,5
0.9,0.0,94.6405492052302,94.57390778098264,94.65477590953107,standard,60000,0.007,true,0.0,5
0.9,0.0,56.043439582389176,56.83737898101757,85.48612778517622,p0.5,60000,0.007,true,0.0,5
0.9,0.0,82.09543951524917,81.80696899962706,82.45534745308095,SAGE_Max,60000,0.007,true,0.0,5
0.9,0.0,83.57251959648858,83.4066342414131,83.99940297637498,SAGE_GCN,60000,0.007,true,0.0,5
0.4,0.55,95.70767807585568,95.66153191824442,95.71203409480262,geometric,60000,0.009,true,0.0,5
0.4,0.55,96.04743083003953,95.99606718573283,96.06653664149863,arithmetic,60000,0.009,true,0.0,5
0.4,0.55,95.66394752333697,95.61723050585923,95.66652357004803,harmonic,60000,0.009,true,0.0,5
0.4,0.55,96.12480026911109,96.07335367886931,96.14501520056935,L^2,60000,0.009,true,0.0,5
0.4,0.55,96.11302665881759,96.06489977159116,96.13407538536686,maximum,60000,0.009,true,0.0,5
0.9,0.0,94.48995038264233,94.43370783485653,94.47146518419459,standard,60000,0.009,true,0.0,5
0.9,0.0,61.62644016483054,62.3081643633772,85.53964888686971,p0.5,60000,0.009,true,0.0,5
0.9,0.0,80.94693465646287,80.64921907434034,81.72646009636331,SAGE_Max,60000,0.009,true,0.0,5
0.9,0.0,87.68648557732739,87.59664666258418,87.63538918524463,SAGE_GCN,60000,0.009,true,0.0,5
