α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.5,0.0,75.35971223021582,73.6001752467177,76.49056906503094,standard,590,0.05,true,0.0,5
0.6,0.0,60.79136690647482,62.19189647727285,67.59900455402142,p0.5,590,0.05,true,0.0,5
0.6,0.0,52.69784172661871,50.194258319984954,59.358283870635816,SAGE_Max,590,0.05,true,0.0,5
0.6,0.0,62.23021582733813,58.83632221677353,58.73264589321122,SAGE_GCN,590,0.05,true,0.0,5
0.7,0.25,83.33333333333334,81.58446533590725,83.39287050278013,geometric,590,0.1,true,0.0,5
0.8,0.1,84.6590909090909,82.8970070496498,84.31004804374369,arithmetic,590,0.1,true,0.0,5
0.7,0.25,82.38636363636364,80.66617727817132,82.97245501087396,harmonic,590,0.1,true,0.0,5
0.6,0.1,85.41666666666666,83.8407562828727,85.00100546333421,L^2,590,0.1,true,0.0,5
0.7,0.1,84.46969696969697,81.41361919471841,83.2194769185699,maximum,590,0.1,true,0.0,5
0.8,0.0,79.54545454545455,75.86435682289513,80.53436046257487,standard,590,0.1,true,0.0,5
0.9,0.0,76.51515151515152,76.09154326742828,77.09810455149766,p0.5,590,0.1,true,0.0,5
0.9,0.0,57.765151515151516,54.17699408273145,57.77703235534044,SAGE_Max,590,0.1,true,0.0,5
0.9,0.0,71.02272727272727,74.67542825507316,75.33542965964305,SAGE_GCN,590,0.1,true,0.0,5
0.4,0.55,82.25806451612904,81.58229467408819,81.8456236266088,geometric,590,0.15,true,0.0,5
0.7,0.1,83.26612903225806,82.0004940038892,81.45545288687319,arithmetic,590,0.15,true,0.0,5
0.4,0.55,80.44354838709677,80.09184439400276,81.64998796947248,harmonic,590,0.15,true,0.0,5
0.5,0.4,82.45967741935483,80.78759446051022,80.77316435285739,L^2,590,0.15,true,0.0,5
0.4,0.55,83.66935483870968,81.87053721457882,82.14205372082317,maximum,590,0.15,true,0.0,5
0.8,0.0,76.41129032258065,72.14417678247355,78.4861163609277,standard,590,0.15,true,0.0,5
0.9,0.0,75.80645161290323,75.88461205385718,78.0335169107983,p0.5,590,0.15,true,0.0,5
0.9,0.0,73.58870967741935,69.21528432306204,69.7172509062753,SAGE_Max,590,0.15,true,0.0,5
0.9,0.0,78.83064516129032,74.50164932997458,74.11384396525906,SAGE_GCN,590,0.15,true,0.0,5
0.6,0.1,80.98290598290599,80.18289467569086,82.4662555936533,geometric,590,0.2,true,0.0,5
0.8,0.1,82.05128205128204,80.64137512598067,80.96767346357288,arithmetic,590,0.2,true,0.0,5
0.8,0.1,80.55555555555556,79.1737093376627,80.92258542674028,harmonic,590,0.2,true,0.0,5
0.7,0.1,82.05128205128204,80.66920443952426,81.11911647494449,L^2,590,0.2,true,0.0,5
0.8,0.1,81.62393162393163,80.06673634424928,80.45835917778325,maximum,590,0.2,true,0.0,5
0.5,0.0,80.55555555555556,77.90062937925575,78.81497596158553,standard,590,0.2,true,0.0,5
0.9,0.0,73.93162393162393,73.3777090467503,77.15843969855193,p0.5,590,0.2,true,0.0,5
0.9,0.0,73.07692307692307,70.29074448529715,72.83869304299179,SAGE_Max,590,0.2,true,0.0,5
0.9,0.0,74.78632478632478,70.2178854733989,65.40310443201474,SAGE_GCN,590,0.2,true,0.0,5
