α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial,ratio
0.25,0.0,62.85714,40.58824,84.03612,HTV,700,0.15,TRUE,0,1,2.0
0.25,0.0,62.71777,40.2439,84.83025,HTV,700,0.18,TRUE,0,1,2.0
0.11111,0.0,63.47197,40.92827,68.60122,HTV,700,0.21,TRUE,0,1,2.0
0.66667,0.0,64.89362,43.70567,64.7035,HTV,700,0.06,TRUE,0,2,2.0
0.66667,0.0,63.57928,41.66667,72.79038,HTV,700,0.09,TRUE,0,2,2.0
0.66667,0.0,62.98701,40.34091,66.27468,HTV,700,0.12,TRUE,0,2,2.0
0.42857,0.0,62.01681,39.60784,82.3883,HTV,700,0.15,TRUE,0,2,2.0
0.11111,0.0,63.41463,41.46341,82.67498,HTV,700,0.18,TRUE,0,2,2.0
0.11111,0.0,62.20615,40.50633,84.02911,HTV,700,0.21,TRUE,0,2,2.0
0.42857,0.0,66.41337,46.18794,71.15838,HTV,700,0.06,TRUE,0,3,2.0
0.66667,0.0,66.56201,45.6044,77.19339,HTV,700,0.09,TRUE,0,3,2.0
0.25,0.0,67.53247,46.02273,84.37056,HTV,700,0.12,TRUE,0,3,2.0
0.66667,0.0,63.52941,41.27451,84.60066,HTV,700,0.15,TRUE,0,3,2.0
0.25,0.0,63.41463,60.97561,75.71161,HTV,700,0.18,TRUE,0,3,2.0
0.66667,0.0,65.46112,43.24895,84.31607,HTV,700,0.21,TRUE,0,3,2.0
0.42857,0.0,64.43769,43.26241,71.81466,HTV,700,0.06,TRUE,0,4,2.0
0.42857,0.0,66.24804,44.32234,64.28692,HTV,700,0.09,TRUE,0,4,2.0
0.42857,0.0,64.61039,42.80303,76.11591,HTV,700,0.12,TRUE,0,4,2.0
0.66667,0.0,65.37815,43.33333,84.9625,HTV,700,0.15,TRUE,0,4,2.0
0.25,0.0,64.45993,42.07317,85.74521,HTV,700,0.18,TRUE,0,4,2.0
0.42857,0.0,62.92948,40.29536,85.88141,HTV,700,0.21,TRUE,0,4,2.0
0.66667,0.0,69.14894,50.0,71.16579,HTV,700,0.06,TRUE,0,5,2.0
0.25,0.0,68.75981,48.62637,74.76768,HTV,700,0.09,TRUE,0,5,2.0
0.66667,0.0,66.07143,44.41288,71.61709,HTV,700,0.12,TRUE,0,5,2.0
0.66667,0.0,68.90756,48.52941,86.02385,HTV,700,0.15,TRUE,0,5,2.0
4.0,0.0,64.28571,41.86992,85.66945,HTV,700,0.18,TRUE,0,5,2.0
1.5,0.0,66.72694,44.72574,65.00934,HTV,700,0.21,TRUE,0,5,2.0
0.42857,0.0,64.43769,43.70567,73.34734,HTV,700,0.06,TRUE,0,6,2.0
0.66667,0.0,64.52119,43.22344,77.82798,HTV,700,0.09,TRUE,0,6,2.0
0.42857,0.0,62.98701,40.81439,73.78788,HTV,700,0.12,TRUE,0,6,2.0
0.42857,0.0,64.03361,41.37255,51.66667,HTV,700,0.15,TRUE,0,6,2.0
0.25,0.0,63.93728,41.66667,73.64564,HTV,700,0.18,TRUE,0,6,2.0
0.25,0.0,62.38698,39.87342,84.54662,HTV,700,0.21,TRUE,0,6,2.0
0.42857,0.0,64.28571,44.06028,71.6278,HTV,700,0.06,TRUE,0,7,2.0
0.25,0.0,67.50392,46.97802,75.24145,HTV,700,0.09,TRUE,0,7,2.0
0.42857,0.0,63.7987,41.28788,85.55639,HTV,700,0.12,TRUE,0,7,2.0
0.25,0.0,66.72269,66.76471,80.79529,HTV,700,0.15,TRUE,0,7,2.0
0.25,0.0,63.41463,41.05691,84.4001,HTV,700,0.18,TRUE,0,7,2.0
0.25,0.0,63.29114,40.7173,86.02089,HTV,700,0.21,TRUE,0,7,2.0
0.66667,0.0,73.70821,55.67376,78.74875,HTV,700,0.06,TRUE,0,1,2.5
0.66667,0.0,70.64364,52.5641,84.5642,HTV,700,0.09,TRUE,0,1,2.5
1.0,0.0,71.42857,52.65152,82.5641,HTV,700,0.12,TRUE,0,1,2.5
0.11111,0.0,76.80672,59.80392,84.91105,HTV,700,0.15,TRUE,0,1,2.5
1.0,0.0,71.777,52.64228,86.72455,HTV,700,0.18,TRUE,0,1,2.5
0.66667,0.0,73.96022,56.11814,88.48097,HTV,700,0.21,TRUE,0,1,2.5
0.66667,0.0,70.21277,52.39362,82.10793,HTV,700,0.06,TRUE,0,2,2.5
0.66667,0.0,72.68446,53.84615,80.05556,HTV,700,0.09,TRUE,0,2,2.5
0.42857,0.0,70.12987,50.47348,81.84938,HTV,700,0.12,TRUE,0,2,2.5
4.0,0.0,71.59664,52.7451,85.6748,HTV,700,0.15,TRUE,0,2,2.5
0.66667,0.0,69.33798,48.57724,79.18931,HTV,700,0.18,TRUE,0,2,2.5
0.42857,0.0,71.79024,52.63713,86.68321,HTV,700,0.21,TRUE,0,2,2.5
0.66667,0.0,70.82067,52.65957,79.30969,HTV,700,0.06,TRUE,0,3,2.5
1.0,0.0,72.2135,53.11355,78.37114,HTV,700,0.09,TRUE,0,3,2.5
1.0,0.0,72.07792,53.0303,82.96868,HTV,700,0.12,TRUE,0,3,2.5
0.66667,0.0,71.76471,53.52941,84.7299,HTV,700,0.15,TRUE,0,3,2.5
0.42857,0.0,71.42857,51.21951,86.72421,HTV,700,0.18,TRUE,0,3,2.5
0.66667,0.0,72.1519,52.53165,88.6872,HTV,700,0.21,TRUE,0,3,2.5
0.66667,0.0,69.30091,49.11348,71.9558,HTV,700,0.06,TRUE,0,4,2.5
1.0,0.0,69.07378,49.54212,82.67233,HTV,700,0.09,TRUE,0,4,2.5
1.5,0.0,73.37662,54.73485,88.11813,HTV,700,0.12,TRUE,0,4,2.5
0.42857,0.0,71.09244,52.35294,87.14989,HTV,700,0.15,TRUE,0,4,2.5
0.25,0.0,71.60279,52.64228,86.97025,HTV,700,0.18,TRUE,0,4,2.5
0.42857,0.0,71.6094,52.1097,86.27893,HTV,700,0.21,TRUE,0,4,2.5
0.66667,0.0,72.94833,54.78723,83.96218,HTV,700,0.06,TRUE,0,5,2.5
0.66667,0.0,72.05651,53.75458,80.33436,HTV,700,0.09,TRUE,0,5,2.5
1.0,0.0,74.02597,57.00758,86.76162,HTV,700,0.12,TRUE,0,5,2.5
2.33333,0.0,74.45378,56.47059,87.03834,HTV,700,0.15,TRUE,0,5,2.5
0.66667,0.0,75.08711,55.69106,88.21843,HTV,700,0.18,TRUE,0,5,2.5
2.33333,0.0,73.59855,55.90717,86.65499,HTV,700,0.21,TRUE,0,5,2.5
0.66667,0.0,72.18845,53.01418,79.5184,HTV,700,0.06,TRUE,0,6,2.5
1.0,0.0,72.52747,53.11355,87.30323,HTV,700,0.09,TRUE,0,6,2.5
0.66667,0.0,73.21429,53.97727,79.14746,HTV,700,0.12,TRUE,0,6,2.5
2.33333,0.0,73.27731,54.80392,83.06122,HTV,700,0.15,TRUE,0,6,2.5
4.0,0.0,70.38328,50.0,86.25731,HTV,700,0.18,TRUE,0,6,2.5
1.5,0.0,69.98192,49.57806,85.97862,HTV,700,0.21,TRUE,0,6,2.5
0.66667,0.0,72.34043,54.34397,81.86813,HTV,700,0.06,TRUE,0,7,2.5
0.66667,0.0,73.94035,55.12821,85.59111,HTV,700,0.09,TRUE,0,7,2.5
0.42857,0.0,72.56494,53.31439,82.88779,HTV,700,0.12,TRUE,0,7,2.5
0.42857,0.0,73.44538,53.72549,86.30804,HTV,700,0.15,TRUE,0,7,2.5
0.66667,0.0,71.25436,50.20325,75.69919,HTV,700,0.18,TRUE,0,7,2.5
0.66667,0.0,72.1519,51.89873,87.98742,HTV,700,0.21,TRUE,0,7,2.5
0.66667,0.0,74.92401,57.2695,82.35384,HTV,700,0.06,TRUE,0,1,3.0
1.0,0.0,76.92308,59.52381,86.7056,HTV,700,0.09,TRUE,0,1,3.0
4.0,0.0,78.08442,60.79545,87.25691,HTV,700,0.12,TRUE,0,1,3.0
4.0,0.0,77.98319,60.78431,83.0561,HTV,700,0.15,TRUE,0,1,3.0
4.0,0.0,80.83624,63.82114,90.04174,HTV,700,0.18,TRUE,0,1,3.0
4.0,0.0,79.38517,61.60338,90.46533,HTV,700,0.21,TRUE,0,1,3.0
0.66667,0.0,74.16413,56.73759,85.23818,HTV,700,0.06,TRUE,0,2,3.0
1.0,0.0,76.76609,59.52381,82.55389,HTV,700,0.09,TRUE,0,2,3.0
2.33333,0.0,77.5974,61.36364,85.95238,HTV,700,0.12,TRUE,0,2,3.0
4.0,0.0,78.15126,61.37255,88.08384,HTV,700,0.15,TRUE,0,2,3.0
1.0,0.0,78.04878,60.36585,89.52898,HTV,700,0.18,TRUE,0,2,3.0
0.66667,0.0,77.93852,59.70464,85.82971,HTV,700,0.21,TRUE,0,2,3.0
0.42857,0.0,74.31611,56.29433,81.39663,HTV,700,0.06,TRUE,0,3,3.0
2.33333,0.0,75.82418,58.42491,87.03787,HTV,700,0.09,TRUE,0,3,3.0
4.0,0.0,75.64935,56.91288,83.52423,HTV,700,0.12,TRUE,0,3,3.0
4.0,0.0,77.31092,59.80392,89.26499,HTV,700,0.15,TRUE,0,3,3.0
4.0,0.0,78.91986,61.38211,89.86679,HTV,700,0.18,TRUE,0,3,3.0
1.5,0.0,77.03436,59.70464,88.79021,HTV,700,0.21,TRUE,0,3,3.0
1.0,0.0,70.21277,51.59574,76.51195,HTV,700,0.06,TRUE,0,4,3.0
1.0,0.0,76.13815,59.15751,86.33101,HTV,700,0.09,TRUE,0,4,3.0
1.5,0.0,75.64935,58.33333,82.75465,HTV,700,0.12,TRUE,0,4,3.0
0.42857,0.0,74.28571,55.88235,82.93754,HTV,700,0.15,TRUE,0,4,3.0
4.0,0.0,75.95819,59.14634,86.44135,HTV,700,0.18,TRUE,0,4,3.0
4.0,0.0,75.5877,56.96203,87.77728,HTV,700,0.21,TRUE,0,4,3.0
0.66667,0.0,73.25228,56.56028,83.26596,HTV,700,0.06,TRUE,0,5,3.0
0.66667,0.0,73.62637,54.7619,84.15487,HTV,700,0.09,TRUE,0,5,3.0
4.0,0.0,77.11039,60.98485,86.59049,HTV,700,0.12,TRUE,0,5,3.0
0.66667,0.0,77.64706,60.0,86.57088,HTV,700,0.15,TRUE,0,5,3.0
4.0,0.0,77.35192,61.17886,88.37397,HTV,700,0.18,TRUE,0,5,3.0
1.5,0.0,78.30018,60.33755,85.79964,HTV,700,0.21,TRUE,0,5,3.0
0.66667,0.0,75.22796,56.02837,76.89744,HTV,700,0.06,TRUE,0,6,3.0
0.66667,0.0,73.46939,55.86081,81.42092,HTV,700,0.09,TRUE,0,6,3.0
2.33333,0.0,79.22078,62.87879,88.7973,HTV,700,0.12,TRUE,0,6,3.0
4.0,0.0,78.48739,62.54902,87.11826,HTV,700,0.15,TRUE,0,6,3.0
4.0,0.0,79.79094,63.82114,87.75037,HTV,700,0.18,TRUE,0,6,3.0
2.33333,0.0,78.84268,61.18143,88.35313,HTV,700,0.21,TRUE,0,6,3.0
0.66667,0.0,76.59574,60.19504,79.6063,HTV,700,0.06,TRUE,0,7,3.0
2.33333,0.0,78.49294,62.08791,84.17305,HTV,700,0.09,TRUE,0,7,3.0
2.33333,0.0,78.73377,62.68939,86.74054,HTV,700,0.12,TRUE,0,7,3.0
4.0,0.0,78.9916,62.35294,88.17914,HTV,700,0.15,TRUE,0,7,3.0
4.0,0.0,81.35889,67.27642,90.23591,HTV,700,0.18,TRUE,0,7,3.0
4.0,0.0,80.47016,65.18987,86.49908,HTV,700,0.21,TRUE,0,7,3.0
0.66667,0.0,77.05167,62.23404,82.67072,HTV,700,0.06,TRUE,0,1,3.5
1.5,0.0,79.27786,64.28571,85.16176,HTV,700,0.09,TRUE,0,1,3.5
4.0,0.0,82.79221,69.50758,88.77217,HTV,700,0.12,TRUE,0,1,3.5
4.0,0.0,81.84874,67.2549,88.82197,HTV,700,0.15,TRUE,0,1,3.5
2.33333,0.0,83.44948,68.29268,89.79373,HTV,700,0.18,TRUE,0,1,3.5
4.0,0.0,83.90597,69.19831,91.37794,HTV,700,0.21,TRUE,0,1,3.5
1.0,0.0,77.65957,61.52482,81.96576,HTV,700,0.06,TRUE,0,2,3.5
2.33333,0.0,84.61538,71.42857,88.8651,HTV,700,0.09,TRUE,0,2,3.5
4.0,0.0,82.30519,67.04545,86.98982,HTV,700,0.12,TRUE,0,2,3.5
1.0,0.0,84.53782,70.0,90.46472,HTV,700,0.15,TRUE,0,2,3.5
2.33333,0.0,84.84321,70.93496,90.01566,HTV,700,0.18,TRUE,0,2,3.5
4.0,0.0,83.00181,67.93249,90.81771,HTV,700,0.21,TRUE,0,2,3.5
0.66667,0.0,77.20365,59.66312,80.08392,HTV,700,0.06,TRUE,0,3,3.5
1.5,0.0,82.10361,66.39194,84.50579,HTV,700,0.09,TRUE,0,3,3.5
4.0,0.0,83.92857,69.31818,89.97739,HTV,700,0.12,TRUE,0,3,3.5
4.0,0.0,83.36134,68.62745,89.01149,HTV,700,0.15,TRUE,0,3,3.5
4.0,0.0,83.97213,69.9187,89.74851,HTV,700,0.18,TRUE,0,3,3.5
4.0,0.0,85.17179,72.57384,91.20376,HTV,700,0.21,TRUE,0,3,3.5
1.0,0.0,81.30699,66.40071,84.37976,HTV,700,0.06,TRUE,0,4,3.5
1.0,0.0,79.43485,63.36996,81.44013,HTV,700,0.09,TRUE,0,4,3.5
2.33333,0.0,84.09091,69.69697,89.93729,HTV,700,0.12,TRUE,0,4,3.5
4.0,0.0,86.21849,73.33333,91.43421,HTV,700,0.15,TRUE,0,4,3.5
1.5,0.0,84.66899,70.3252,90.47587,HTV,700,0.18,TRUE,0,4,3.5
2.33333,0.0,84.81013,70.46414,91.60505,HTV,700,0.21,TRUE,0,4,3.5
0.66667,0.0,75.68389,57.62411,75.21012,HTV,700,0.06,TRUE,0,5,3.5
1.0,0.0,78.64992,61.35531,82.7962,HTV,700,0.09,TRUE,0,5,3.5
0.66667,0.0,81.00649,65.90909,88.28202,HTV,700,0.12,TRUE,0,5,3.5
4.0,0.0,80.16807,63.33333,88.06815,HTV,700,0.15,TRUE,0,5,3.5
4.0,0.0,80.66202,64.63415,90.48127,HTV,700,0.18,TRUE,0,5,3.5
4.0,0.0,81.73599,66.24473,90.65587,HTV,700,0.21,TRUE,0,5,3.5
1.0,0.0,79.02736,64.89362,83.44006,HTV,700,0.06,TRUE,0,6,3.5
1.5,0.0,78.33595,60.80586,85.32301,HTV,700,0.09,TRUE,0,6,3.5
4.0,0.0,81.16883,66.28788,89.93941,HTV,700,0.12,TRUE,0,6,3.5
4.0,0.0,83.69748,70.39216,89.92409,HTV,700,0.15,TRUE,0,6,3.5
4.0,0.0,82.40418,67.27642,87.14803,HTV,700,0.18,TRUE,0,6,3.5
4.0,0.0,82.45931,67.08861,88.71758,HTV,700,0.21,TRUE,0,6,3.5
0.66667,0.0,81.00304,65.24823,85.71459,HTV,700,0.06,TRUE,0,7,3.5
1.5,0.0,81.78964,66.84982,89.10484,HTV,700,0.09,TRUE,0,7,3.5
1.5,0.0,81.33117,66.47727,87.74398,HTV,700,0.12,TRUE,0,7,3.5
4.0,0.0,84.87395,71.56863,90.52536,HTV,700,0.15,TRUE,0,7,3.5
4.0,0.0,83.27526,68.49593,88.26708,HTV,700,0.18,TRUE,0,7,3.5
4.0,0.0,83.72514,68.5654,92.03474,HTV,700,0.21,TRUE,0,7,3.5
1.0,0.0,81.61094,66.48936,84.17464,HTV,700,0.06,TRUE,0,1,4.0
4.0,0.0,83.20251,69.04762,88.68283,HTV,700,0.09,TRUE,0,1,4.0
1.5,0.0,88.47403,76.70455,91.70613,HTV,700,0.12,TRUE,0,1,4.0
4.0,0.0,86.38655,74.11765,90.7356,HTV,700,0.15,TRUE,0,1,4.0
4.0,0.0,90.76655,81.50407,94.40445,HTV,700,0.18,TRUE,0,1,4.0
4.0,0.0,89.33092,78.48101,93.59007,HTV,700,0.21,TRUE,0,1,4.0
1.5,0.0,81.00304,64.1844,86.88223,HTV,700,0.06,TRUE,0,2,4.0
4.0,0.0,83.51648,68.86447,90.50422,HTV,700,0.09,TRUE,0,2,4.0
2.33333,0.0,83.76623,69.12879,89.90359,HTV,700,0.12,TRUE,0,2,4.0
4.0,0.0,86.05042,72.7451,91.91915,HTV,700,0.15,TRUE,0,2,4.0
0.66667,0.0,86.23693,72.35772,93.19959,HTV,700,0.18,TRUE,0,2,4.0
4.0,0.0,88.60759,75.7384,92.89841,HTV,700,0.21,TRUE,0,2,4.0
1.0,0.0,80.69909,65.95745,82.8504,HTV,700,0.06,TRUE,0,3,4.0
1.5,0.0,83.20251,69.23077,86.22984,HTV,700,0.09,TRUE,0,3,4.0
4.0,0.0,86.03896,72.72727,91.37284,HTV,700,0.12,TRUE,0,3,4.0
4.0,0.0,85.71429,72.94118,90.92499,HTV,700,0.15,TRUE,0,3,4.0
4.0,0.0,87.28223,75.0,93.13454,HTV,700,0.18,TRUE,0,3,4.0
4.0,0.0,85.35262,71.94093,91.52099,HTV,700,0.21,TRUE,0,3,4.0
0.66667,0.0,82.67477,67.37589,81.22068,HTV,700,0.06,TRUE,0,4,4.0
2.33333,0.0,84.92936,71.42857,90.79658,HTV,700,0.09,TRUE,0,4,4.0
4.0,0.0,85.38961,71.9697,89.17278,HTV,700,0.12,TRUE,0,4,4.0
4.0,0.0,86.38655,74.31373,91.89257,HTV,700,0.15,TRUE,0,4,4.0
4.0,0.0,86.75958,72.96748,89.59355,HTV,700,0.18,TRUE,0,4,4.0
4.0,0.0,86.98011,73.62869,92.71504,HTV,700,0.21,TRUE,0,4,4.0
1.0,0.0,80.85106,66.84397,84.13107,HTV,700,0.06,TRUE,0,5,4.0
4.0,0.0,82.2606,66.30037,81.96129,HTV,700,0.09,TRUE,0,5,4.0
4.0,0.0,84.25325,70.54924,90.30914,HTV,700,0.12,TRUE,0,5,4.0
4.0,0.0,87.56303,77.05882,89.86431,HTV,700,0.15,TRUE,0,5,4.0
4.0,0.0,88.32753,77.03252,93.15217,HTV,700,0.18,TRUE,0,5,4.0
4.0,0.0,87.88427,76.37131,92.47213,HTV,700,0.21,TRUE,0,5,4.0
1.0,0.0,80.69909,65.86879,84.61829,HTV,700,0.06,TRUE,0,6,4.0
2.33333,0.0,83.67347,70.32967,88.08122,HTV,700,0.09,TRUE,0,6,4.0
4.0,0.0,84.74026,71.02273,89.06224,HTV,700,0.12,TRUE,0,6,4.0
4.0,0.0,83.36134,68.23529,88.7938,HTV,700,0.15,TRUE,0,6,4.0
4.0,0.0,87.28223,75.0,92.0456,HTV,700,0.18,TRUE,0,6,4.0
4.0,0.0,85.53345,72.99578,91.50411,HTV,700,0.21,TRUE,0,6,4.0
1.0,0.0,78.1155,62.05674,83.40985,HTV,700,0.06,TRUE,0,7,4.0
2.33333,0.0,82.57457,67.39927,84.59975,HTV,700,0.09,TRUE,0,7,4.0
4.0,0.0,85.22727,71.40152,87.60282,HTV,700,0.12,TRUE,0,7,4.0
4.0,0.0,88.06723,76.86275,92.00855,HTV,700,0.15,TRUE,0,7,4.0
4.0,0.0,85.8885,72.76423,91.03704,HTV,700,0.18,TRUE,0,7,4.0
4.0,0.0,83.36347,68.5654,87.98195,HTV,700,0.21,TRUE,0,7,4.0
0.0,0.0,56.99088,51.06383,46.26339,GraphSAGE,700,0.06,TRUE,0,1,2.0
0.0,0.0,57.29984,50.54945,78.61635,GraphSAGE,700,0.09,TRUE,0,1,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,1,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,1,2.0
0.0,0.0,58.7108,53.20122,62.55995,GraphSAGE,700,0.18,TRUE,0,1,2.0
0.0,0.0,75.22604,83.38608,78.26873,GraphSAGE,700,0.21,TRUE,0,1,2.0
0.0,0.0,63.22188,60.6383,73.32242,GraphSAGE,700,0.06,TRUE,0,2,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,2,2.0
0.0,0.0,73.37662,81.53409,70.83766,GraphSAGE,700,0.12,TRUE,0,2,2.0
0.0,0.0,38.15126,35.29412,28.45651,GraphSAGE,700,0.15,TRUE,0,2,2.0
0.0,0.0,70.38328,83.07927,69.84509,GraphSAGE,700,0.18,TRUE,0,2,2.0
0.0,0.0,48.82459,43.98734,32.95999,GraphSAGE,700,0.21,TRUE,0,2,2.0
0.0,0.0,47.11246,45.21277,37.63528,GraphSAGE,700,0.06,TRUE,0,3,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,3,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,3,2.0
0.0,0.0,74.11765,85.44118,72.36806,GraphSAGE,700,0.15,TRUE,0,3,2.0
0.0,0.0,68.98955,76.67683,67.64558,GraphSAGE,700,0.18,TRUE,0,3,2.0
0.0,0.0,49.00542,57.59494,50.85552,GraphSAGE,700,0.21,TRUE,0,3,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,4,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,4,2.0
0.0,0.0,72.24026,85.36932,70.66635,GraphSAGE,700,0.12,TRUE,0,4,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,4,2.0
0.0,0.0,63.58885,61.28049,79.28123,GraphSAGE,700,0.18,TRUE,0,4,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.21,TRUE,0,4,2.0
0.0,0.0,51.06383,46.67553,36.89024,GraphSAGE,700,0.06,TRUE,0,5,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,5,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,5,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,5,2.0
0.0,0.0,57.49129,72.71341,59.13561,GraphSAGE,700,0.18,TRUE,0,5,2.0
0.0,0.0,75.76854,86.07595,73.01802,GraphSAGE,700,0.21,TRUE,0,5,2.0
0.0,0.0,63.06991,61.17021,71.58902,GraphSAGE,700,0.06,TRUE,0,6,2.0
0.0,0.0,57.29984,50.54945,32.59378,GraphSAGE,700,0.09,TRUE,0,6,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,6,2.0
0.0,0.0,57.31092,51.47059,47.54046,GraphSAGE,700,0.15,TRUE,0,6,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.18,TRUE,0,6,2.0
0.0,0.0,74.68354,85.44304,71.95254,GraphSAGE,700,0.21,TRUE,0,6,2.0
0.0,0.0,56.38298,49.33511,28.45092,GraphSAGE,700,0.06,TRUE,0,7,2.0
0.0,0.0,57.29984,50.27473,78.61635,GraphSAGE,700,0.09,TRUE,0,7,2.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,7,2.0
0.0,0.0,54.95798,67.79412,55.24308,GraphSAGE,700,0.15,TRUE,0,7,2.0
0.0,0.0,58.7108,35.56911,55.88188,GraphSAGE,700,0.18,TRUE,0,7,2.0
0.0,0.0,43.21881,53.9557,43.71096,GraphSAGE,700,0.21,TRUE,0,7,2.0
0.0,0.0,51.97568,63.96277,52.31966,GraphSAGE,700,0.06,TRUE,0,1,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,1,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,1,2.5
0.0,0.0,66.55462,66.61765,76.45215,GraphSAGE,700,0.15,TRUE,0,1,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.18,TRUE,0,1,2.5
0.0,0.0,76.31103,83.5443,77.68121,GraphSAGE,700,0.21,TRUE,0,1,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,2,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,2,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,2,2.5
0.0,0.0,63.86555,41.47059,39.814,GraphSAGE,700,0.15,TRUE,0,2,2.5
0.0,0.0,69.33798,83.23171,70.20371,GraphSAGE,700,0.18,TRUE,0,2,2.5
0.0,0.0,55.51537,48.57595,28.32103,GraphSAGE,700,0.21,TRUE,0,2,2.5
0.0,0.0,64.58967,52.12766,46.81352,GraphSAGE,700,0.06,TRUE,0,3,2.5
0.0,0.0,57.92779,54.12088,45.64054,GraphSAGE,700,0.09,TRUE,0,3,2.5
0.0,0.0,57.30519,50.56818,78.61789,GraphSAGE,700,0.12,TRUE,0,3,2.5
0.0,0.0,26.38655,30.29412,26.47175,GraphSAGE,700,0.15,TRUE,0,3,2.5
0.0,0.0,57.31707,50.30488,78.62129,GraphSAGE,700,0.18,TRUE,0,3,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.21,TRUE,0,3,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,4,2.5
0.0,0.0,56.82889,49.72527,28.594,GraphSAGE,700,0.09,TRUE,0,4,2.5
0.0,0.0,71.1039,74.71591,71.05298,GraphSAGE,700,0.12,TRUE,0,4,2.5
0.0,0.0,51.93277,51.17647,43.33708,GraphSAGE,700,0.15,TRUE,0,4,2.5
0.0,0.0,56.09756,50.0,44.25794,GraphSAGE,700,0.18,TRUE,0,4,2.5
0.0,0.0,79.566,60.12658,63.73598,GraphSAGE,700,0.21,TRUE,0,4,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,5,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,5,2.5
0.0,0.0,80.51948,93.03977,80.15465,GraphSAGE,700,0.12,TRUE,0,5,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,5,2.5
0.0,0.0,64.1115,62.19512,77.39675,GraphSAGE,700,0.18,TRUE,0,5,2.5
0.0,0.0,78.84268,70.99156,75.96759,GraphSAGE,700,0.21,TRUE,0,5,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,6,2.5
0.0,0.0,34.69388,31.31868,44.84235,GraphSAGE,700,0.09,TRUE,0,6,2.5
0.0,0.0,60.71429,71.875,55.6044,GraphSAGE,700,0.12,TRUE,0,6,2.5
0.0,0.0,77.47899,86.17647,81.56593,GraphSAGE,700,0.15,TRUE,0,6,2.5
0.0,0.0,54.52962,37.5,38.61182,GraphSAGE,700,0.18,TRUE,0,6,2.5
0.0,0.0,79.02351,93.1962,77.6673,GraphSAGE,700,0.21,TRUE,0,6,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,7,2.5
0.0,0.0,57.29984,50.27473,78.61635,GraphSAGE,700,0.09,TRUE,0,7,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,7,2.5
0.0,0.0,78.65546,91.47059,79.53239,GraphSAGE,700,0.15,TRUE,0,7,2.5
0.0,0.0,58.36237,52.43902,47.69035,GraphSAGE,700,0.18,TRUE,0,7,2.5
0.0,0.0,75.76854,55.59072,50.40242,GraphSAGE,700,0.21,TRUE,0,7,2.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,1,3.0
0.0,0.0,76.76609,91.75824,76.07616,GraphSAGE,700,0.09,TRUE,0,1,3.0
0.0,0.0,74.67532,80.68182,81.75172,GraphSAGE,700,0.12,TRUE,0,1,3.0
