α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial,ratio
0.0,0.0,69.91597,72.35294,76.71239,GraphSAGE,700,0.15,TRUE,0,1,3.0
0.0,0.0,62.36934,44.9187,69.52534,GraphSAGE,700,0.18,TRUE,0,1,3.0
0.0,0.0,62.56781,47.99578,60.75115,GraphSAGE,700,0.21,TRUE,0,1,3.0
0.0,0.0,59.42249,53.98936,76.15849,GraphSAGE,700,0.06,TRUE,0,2,3.0
0.0,0.0,60.12559,55.21978,76.99757,GraphSAGE,700,0.09,TRUE,0,2,3.0
0.0,0.0,60.71429,37.87879,82.1722,GraphSAGE,700,0.12,TRUE,0,2,3.0
0.0,0.0,58.65546,72.5,58.60526,GraphSAGE,700,0.15,TRUE,0,2,3.0
0.0,0.0,66.37631,47.15447,57.17736,GraphSAGE,700,0.18,TRUE,0,2,3.0
0.0,0.0,85.89512,69.19831,87.36522,GraphSAGE,700,0.21,TRUE,0,2,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,3,3.0
0.0,0.0,70.64364,73.62637,74.21935,GraphSAGE,700,0.09,TRUE,0,3,3.0
0.0,0.0,57.62987,50.85227,66.25817,GraphSAGE,700,0.12,TRUE,0,3,3.0
0.0,0.0,57.64706,50.88235,66.26481,GraphSAGE,700,0.15,TRUE,0,3,3.0
0.0,0.0,81.18467,92.68293,83.87902,GraphSAGE,700,0.18,TRUE,0,3,3.0
0.0,0.0,77.57685,71.51899,70.45464,GraphSAGE,700,0.21,TRUE,0,3,3.0
0.0,0.0,30.24316,39.22872,34.368,GraphSAGE,700,0.06,TRUE,0,4,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,4,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,4,3.0
0.0,0.0,25.54622,30.0,27.83673,GraphSAGE,700,0.15,TRUE,0,4,3.0
0.0,0.0,72.47387,52.13415,73.2907,GraphSAGE,700,0.18,TRUE,0,4,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.21,TRUE,0,4,3.0
0.0,0.0,58.20669,60.6383,53.0018,GraphSAGE,700,0.06,TRUE,0,5,3.0
0.0,0.0,58.71272,52.74725,74.52803,GraphSAGE,700,0.09,TRUE,0,5,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,5,3.0
0.0,0.0,55.29412,53.52941,49.60046,GraphSAGE,700,0.15,TRUE,0,5,3.0
0.0,0.0,59.40767,55.64024,56.1059,GraphSAGE,700,0.18,TRUE,0,5,3.0
0.0,0.0,62.02532,44.93671,52.72305,GraphSAGE,700,0.21,TRUE,0,5,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,6,3.0
0.0,0.0,60.28257,55.49451,75.04804,GraphSAGE,700,0.09,TRUE,0,6,3.0
0.0,0.0,46.1039,64.20455,57.59837,GraphSAGE,700,0.12,TRUE,0,6,3.0
0.0,0.0,82.18487,93.97059,80.65901,GraphSAGE,700,0.15,TRUE,0,6,3.0
0.0,0.0,68.98955,51.21951,57.00385,GraphSAGE,700,0.18,TRUE,0,6,3.0
0.0,0.0,85.17179,99.05063,83.44358,GraphSAGE,700,0.21,TRUE,0,6,3.0
0.0,0.0,54.55927,49.33511,40.3479,GraphSAGE,700,0.06,TRUE,0,7,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,7,3.0
0.0,0.0,79.38312,94.46023,78.00595,GraphSAGE,700,0.12,TRUE,0,7,3.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,7,3.0
0.0,0.0,59.05923,61.12805,52.39048,GraphSAGE,700,0.18,TRUE,0,7,3.0
0.0,0.0,83.36347,96.36076,81.06883,GraphSAGE,700,0.21,TRUE,0,7,3.0
0.0,0.0,32.37082,34.9734,30.70758,GraphSAGE,700,0.06,TRUE,0,1,3.5
0.0,0.0,58.24176,34.70696,36.1828,GraphSAGE,700,0.09,TRUE,0,1,3.5
0.0,0.0,62.5,59.375,72.81029,GraphSAGE,700,0.12,TRUE,0,1,3.5
0.0,0.0,60.33613,55.58824,79.51389,GraphSAGE,700,0.15,TRUE,0,1,3.5
0.0,0.0,78.04878,88.2622,80.65135,GraphSAGE,700,0.18,TRUE,0,1,3.5
0.0,0.0,84.26763,97.46835,82.59562,GraphSAGE,700,0.21,TRUE,0,1,3.5
0.0,0.0,60.18237,70.34574,58.54592,GraphSAGE,700,0.06,TRUE,0,2,3.5
0.0,0.0,40.97331,48.21429,40.34603,GraphSAGE,700,0.09,TRUE,0,2,3.5
0.0,0.0,70.29221,73.01136,74.60853,GraphSAGE,700,0.12,TRUE,0,2,3.5
0.0,0.0,81.17647,92.05882,82.37217,GraphSAGE,700,0.15,TRUE,0,2,3.5
0.0,0.0,54.3554,72.40854,62.80693,GraphSAGE,700,0.18,TRUE,0,2,3.5
0.0,0.0,83.00181,96.0443,80.50683,GraphSAGE,700,0.21,TRUE,0,2,3.5
0.0,0.0,78.26748,87.5,82.66715,GraphSAGE,700,0.06,TRUE,0,3,3.5
0.0,0.0,71.1146,74.45055,75.60824,GraphSAGE,700,0.09,TRUE,0,3,3.5
0.0,0.0,57.62987,50.85227,66.25817,GraphSAGE,700,0.12,TRUE,0,3,3.5
0.0,0.0,59.66387,56.02941,55.72917,GraphSAGE,700,0.15,TRUE,0,3,3.5
0.0,0.0,88.85017,79.57317,82.54639,GraphSAGE,700,0.18,TRUE,0,3,3.5
0.0,0.0,57.50452,59.49367,50.9588,GraphSAGE,700,0.21,TRUE,0,3,3.5
0.0,0.0,76.44377,85.37234,78.17743,GraphSAGE,700,0.06,TRUE,0,4,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,4,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,4,3.5
0.0,0.0,57.98319,52.94118,70.52915,GraphSAGE,700,0.15,TRUE,0,4,3.5
0.0,0.0,76.82927,56.50407,56.42678,GraphSAGE,700,0.18,TRUE,0,4,3.5
0.0,0.0,85.71429,79.53586,77.30233,GraphSAGE,700,0.21,TRUE,0,4,3.5
0.0,0.0,78.1155,86.96809,81.91134,GraphSAGE,700,0.06,TRUE,0,5,3.5
0.0,0.0,27.15856,27.06044,24.41153,GraphSAGE,700,0.09,TRUE,0,5,3.5
0.0,0.0,40.58442,36.78977,28.14175,GraphSAGE,700,0.12,TRUE,0,5,3.5
0.0,0.0,57.47899,50.58824,78.66779,GraphSAGE,700,0.15,TRUE,0,5,3.5
0.0,0.0,63.58885,67.68293,61.16359,GraphSAGE,700,0.18,TRUE,0,5,3.5
0.0,0.0,70.70524,73.73418,80.27881,GraphSAGE,700,0.21,TRUE,0,5,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,6,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,6,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,6,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,6,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.18,TRUE,0,6,3.5
0.0,0.0,85.35262,99.36709,82.90199,GraphSAGE,700,0.21,TRUE,0,6,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,7,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,7,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,7,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,7,3.5
0.0,0.0,63.24042,45.42683,51.15886,GraphSAGE,700,0.18,TRUE,0,7,3.5
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.21,TRUE,0,7,3.5
0.0,0.0,72.94833,88.56383,72.24138,GraphSAGE,700,0.06,TRUE,0,1,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,1,4.0
0.0,0.0,65.0974,63.92045,60.44689,GraphSAGE,700,0.12,TRUE,0,1,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,1,4.0
0.0,0.0,65.33101,64.32927,70.4934,GraphSAGE,700,0.18,TRUE,0,1,4.0
0.0,0.0,34.17722,40.03165,33.66465,GraphSAGE,700,0.21,TRUE,0,1,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,2,4.0
0.0,0.0,71.1146,74.45055,70.9339,GraphSAGE,700,0.09,TRUE,0,2,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.12,TRUE,0,2,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,2,4.0
0.0,0.0,63.58885,61.28049,73.90838,GraphSAGE,700,0.18,TRUE,0,2,4.0
0.0,0.0,84.99096,66.24473,90.88778,GraphSAGE,700,0.21,TRUE,0,2,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,3,4.0
0.0,0.0,59.81162,54.94505,58.75477,GraphSAGE,700,0.09,TRUE,0,3,4.0
0.0,0.0,75.32468,90.90909,76.7383,GraphSAGE,700,0.12,TRUE,0,3,4.0
0.0,0.0,69.91597,48.43137,88.50353,GraphSAGE,700,0.15,TRUE,0,3,4.0
0.0,0.0,71.95122,75.91463,83.53783,GraphSAGE,700,0.18,TRUE,0,3,4.0
0.0,0.0,63.47197,41.13924,68.42221,GraphSAGE,700,0.21,TRUE,0,3,4.0
0.0,0.0,57.59878,53.19149,51.63666,GraphSAGE,700,0.06,TRUE,0,4,4.0
0.0,0.0,54.4741,32.23443,46.4663,GraphSAGE,700,0.09,TRUE,0,4,4.0
0.0,0.0,85.22727,99.14773,84.20166,GraphSAGE,700,0.12,TRUE,0,4,4.0
0.0,0.0,67.56303,72.5,62.52142,GraphSAGE,700,0.15,TRUE,0,4,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.18,TRUE,0,4,4.0
0.0,0.0,81.19349,62.65823,71.26269,GraphSAGE,700,0.21,TRUE,0,4,4.0
0.0,0.0,57.44681,50.53191,78.65854,GraphSAGE,700,0.06,TRUE,0,5,4.0
0.0,0.0,78.02198,86.53846,85.2244,GraphSAGE,700,0.09,TRUE,0,5,4.0
0.0,0.0,58.6039,35.22727,54.49059,GraphSAGE,700,0.12,TRUE,0,5,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.15,TRUE,0,5,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.18,TRUE,0,5,4.0
0.0,0.0,80.28933,90.50633,80.66332,GraphSAGE,700,0.21,TRUE,0,5,4.0
0.0,0.0,56.99088,74.86702,68.0504,GraphSAGE,700,0.06,TRUE,0,6,4.0
0.0,0.0,73.62637,78.84615,84.21053,GraphSAGE,700,0.09,TRUE,0,6,4.0
0.0,0.0,33.44156,33.66477,30.31666,GraphSAGE,700,0.12,TRUE,0,6,4.0
0.0,0.0,66.21849,65.88235,70.47092,GraphSAGE,700,0.15,TRUE,0,6,4.0
0.0,0.0,72.29965,88.2622,72.466,GraphSAGE,700,0.18,TRUE,0,6,4.0
0.0,0.0,79.74684,64.13502,85.78951,GraphSAGE,700,0.21,TRUE,0,6,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.06,TRUE,0,7,4.0
0.0,0.0,57.14286,100.0,57.14286,GraphSAGE,700,0.09,TRUE,0,7,4.0
0.0,0.0,57.30519,50.28409,78.61789,GraphSAGE,700,0.12,TRUE,0,7,4.0
0.0,0.0,57.47899,51.17647,78.66779,GraphSAGE,700,0.15,TRUE,0,7,4.0
0.0,0.0,76.48084,64.22764,67.39289,GraphSAGE,700,0.18,TRUE,0,7,4.0
0.0,0.0,83.36347,95.88608,80.95602,GraphSAGE,700,0.21,TRUE,0,7,4.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,1,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,1,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,1,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,1,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,1,2.0
0.9,0.0,76.49186,84.17722,79.27636,SAGE_GCN,700,0.21,TRUE,0,1,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,2,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,2,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,2,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,2,2.0
0.9,0.0,57.49129,51.21951,53.77193,SAGE_GCN,700,0.18,TRUE,0,2,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,2,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,3,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,3,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,3,2.0
0.9,0.0,58.31933,52.05882,78.91156,SAGE_GCN,700,0.15,TRUE,0,3,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,3,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,3,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,4,2.0
0.9,0.0,57.45683,50.54945,78.66142,SAGE_GCN,700,0.09,TRUE,0,4,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,4,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,4,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,4,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,4,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,5,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,5,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,5,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,5,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,5,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,5,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,6,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,6,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,6,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,6,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,6,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,6,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,7,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,7,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,7,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,7,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,7,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,7,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,8,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,8,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,8,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,8,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,8,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,8,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,9,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,9,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,9,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,9,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,9,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,9,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,10,2.0
0.8,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,10,2.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,10,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,10,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,10,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,10,2.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,1,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,1,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,1,2.5
0.9,0.0,73.10924,78.08824,81.05316,SAGE_GCN,700,0.15,TRUE,0,1,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,1,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,1,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,2,2.5
0.9,0.0,57.61381,50.82418,78.70662,SAGE_GCN,700,0.09,TRUE,0,2,2.5
0.9,0.0,62.5,59.375,77.43546,SAGE_GCN,700,0.12,TRUE,0,2,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,2,2.5
0.9,0.0,28.57143,50.0,16.63286,SAGE_GCN,700,0.18,TRUE,0,2,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,2,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,3,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,3,2.5
0.9,0.0,75.0,81.25,79.56916,SAGE_GCN,700,0.12,TRUE,0,3,2.5
0.9,0.0,79.32773,88.82353,79.24058,SAGE_GCN,700,0.15,TRUE,0,3,2.5
0.9,0.0,61.14983,64.02439,45.72561,SAGE_GCN,700,0.18,TRUE,0,3,2.5
0.9,0.0,72.1519,76.26582,77.07221,SAGE_GCN,700,0.21,TRUE,0,3,2.5
0.8,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,4,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,4,2.5
0.8,0.0,57.30519,50.28409,78.61789,SAGE_GCN,700,0.12,TRUE,0,4,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,4,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,4,2.5
0.9,0.0,84.26763,97.62658,84.54367,SAGE_GCN,700,0.21,TRUE,0,4,2.5
0.9,0.0,77.35562,85.37234,82.50924,SAGE_GCN,700,0.06,TRUE,0,5,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,5,2.5
0.8,0.0,81.00649,91.76136,81.9093,SAGE_GCN,700,0.12,TRUE,0,5,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,5,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,5,2.5
0.9,0.0,57.32369,50.63291,32.31049,SAGE_GCN,700,0.21,TRUE,0,5,2.5
0.8,0.0,57.29483,50.53191,32.76398,SAGE_GCN,700,0.06,TRUE,0,6,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,6,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,6,2.5
0.9,0.0,57.81513,52.35294,45.82619,SAGE_GCN,700,0.15,TRUE,0,6,2.5
0.9,0.0,81.01045,91.76829,82.95911,SAGE_GCN,700,0.18,TRUE,0,6,2.5
0.9,0.0,57.14286,50.0,29.75518,SAGE_GCN,700,0.21,TRUE,0,6,2.5
0.9,0.0,78.7234,87.89894,79.98927,SAGE_GCN,700,0.06,TRUE,0,7,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,7,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,7,2.5
0.9,0.0,73.27731,78.23529,82.75904,SAGE_GCN,700,0.15,TRUE,0,7,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,7,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,7,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,8,2.5
0.8,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,8,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,8,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,8,2.5
0.9,0.0,77.35192,85.36585,82.92561,SAGE_GCN,700,0.18,TRUE,0,8,2.5
0.9,0.0,83.5443,96.51899,82.86959,SAGE_GCN,700,0.21,TRUE,0,8,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,9,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,9,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,9,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,9,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,9,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,9,2.5
0.9,0.0,29.02736,55.05319,22.85921,SAGE_GCN,700,0.06,TRUE,0,10,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,10,2.5
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.12,TRUE,0,10,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,10,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,10,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.21,TRUE,0,10,2.5
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,1,3.0
0.9,0.0,84.30141,97.52747,82.6192,SAGE_GCN,700,0.09,TRUE,0,1,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,1,3.0
0.9,0.0,57.14286,50.0,28.76481,SAGE_GCN,700,0.15,TRUE,0,1,3.0
0.9,0.0,57.14286,50.0,28.92416,SAGE_GCN,700,0.18,TRUE,0,1,3.0
0.9,0.0,60.217,60.75949,44.75191,SAGE_GCN,700,0.21,TRUE,0,1,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,2,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,2,3.0
0.9,0.0,57.14286,50.0,28.61789,SAGE_GCN,700,0.12,TRUE,0,2,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,2,3.0
0.9,0.0,84.32056,97.56098,83.86724,SAGE_GCN,700,0.18,TRUE,0,2,3.0
0.9,0.0,57.14286,50.0,30.03802,SAGE_GCN,700,0.21,TRUE,0,2,3.0
0.9,0.0,28.57143,33.15603,33.12036,SAGE_GCN,700,0.06,TRUE,0,3,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.09,TRUE,0,3,3.0
0.9,0.0,70.61688,73.57955,78.27566,SAGE_GCN,700,0.12,TRUE,0,3,3.0
0.8,0.0,57.31092,50.29412,78.61953,SAGE_GCN,700,0.15,TRUE,0,3,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.18,TRUE,0,3,3.0
0.9,0.0,57.68535,51.89873,34.4357,SAGE_GCN,700,0.21,TRUE,0,3,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,4,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,4,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.12,TRUE,0,4,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.15,TRUE,0,4,3.0
0.9,0.0,57.31707,50.60976,32.67144,SAGE_GCN,700,0.18,TRUE,0,4,3.0
0.9,0.0,28.75226,50.63291,20.46362,SAGE_GCN,700,0.21,TRUE,0,4,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.06,TRUE,0,5,3.0
0.9,0.0,72.84144,77.47253,83.0383,SAGE_GCN,700,0.09,TRUE,0,5,3.0
0.9,0.0,84.41558,97.72727,84.41729,SAGE_GCN,700,0.12,TRUE,0,5,3.0
0.9,0.0,83.19328,95.58824,84.30671,SAGE_GCN,700,0.15,TRUE,0,5,3.0
0.9,0.0,82.92683,95.12195,81.38659,SAGE_GCN,700,0.18,TRUE,0,5,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.21,TRUE,0,5,3.0
0.9,0.0,14.28571,100.0,14.28571,SAGE_GCN,700,0.06,TRUE,0,6,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.09,TRUE,0,6,3.0
0.9,0.0,57.14286,50.0,28.71126,SAGE_GCN,700,0.12,TRUE,0,6,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.15,TRUE,0,6,3.0
0.9,0.0,57.14286,100.0,57.14286,SAGE_GCN,700,0.18,TRUE,0,6,3.0
0.9,0.0,57.50452,51.26582,33.92424,SAGE_GCN,700,0.21,TRUE,0,6,3.0
