lambda,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.25,66.31205673758865,63.54978007228418,67.56531390748461,HTV,590,0.05,true,0.0,1
0.4285714285714286,75.32710280373833,71.22702844323044,82.36873984028796,HTV,590,0.1,true,0.0,1
0.4285714285714286,75.59523809523809,71.90067632210848,73.80396923866226,HTV,590,0.15,true,0.0,1
0.25,82.3157894736842,80.60630307761456,84.41444158971095,HTV,590,0.2,true,0.0,1
0.4285714285714286,65.95744680851064,61.36860650855126,75.59832891362784,HTV,590,0.05,true,0.0,2
1.0,76.82242990654206,73.20905962055515,76.9117027908888,HTV,590,0.1,true,0.0,2
0.6666666666666667,76.19047619047619,72.38349274343543,78.59977553335045,HTV,590,0.15,true,0.0,2
0.11111111111111112,81.26315789473684,78.08869826287858,82.96947442212208,HTV,590,0.2,true,0.0,2
