α,β,acc,rec,prec,method_name,size,percentage_of_known_labels,balanced,noise,trial
0.4,0.55,71.7650984317651,71.76509843176511,71.1382468790921,maximum,60000,0.001,true,0.0,3
0.9,0.0,69.88822155488822,69.88822155488822,69.72630903383188,standard,60000,0.001,true,0.0,3
0.9,0.0,36.12946279612947,36.12946279612947,63.49414222090163,p0.5,60000,0.001,true,0.0,3
0.9,0.0,61.53653653653654,61.53653653653654,61.015666272370595,SAGE_Max,60000,0.001,true,0.0,3
0.9,0.0,66.81348014681348,66.81348014681349,67.66387682640749,SAGE_GCN,60000,0.001,true,0.0,3
0.4,0.55,74.20427950518221,74.20427950518223,73.91907283205448,geometric,60000,0.003,true,0.0,3
0.4,0.55,74.3530591775326,74.35305917753259,73.92884307582572,arithmetic,60000,0.003,true,0.0,3
0.4,0.55,74.08893346706787,74.08893346706786,73.81203029859012,harmonic,60000,0.003,true,0.0,3
0.7,0.25,74.37479103978603,74.37479103978603,74.03757708095206,L^2,60000,0.003,true,0.0,3
0.4,0.55,73.7930458040789,73.7930458040789,73.33427669217023,maximum,60000,0.003,true,0.0,3
0.9,0.0,73.40688732865263,73.40688732865263,73.13983773203951,standard,60000,0.003,true,0.0,3
0.9,0.0,54.03042460715479,54.030424607154806,70.12716016181668,p0.5,60000,0.003,true,0.0,3
0.9,0.0,68.91340688732865,68.91340688732865,70.74545676257098,SAGE_Max,60000,0.003,true,0.0,3
0.9,0.0,73.23637579404881,73.23637579404881,73.2790922840585,SAGE_GCN,60000,0.003,true,0.0,3
0.4,0.55,78.0820770519263,78.0820770519263,77.95120979285718,geometric,60000,0.005,true,0.0,3
0.4,0.55,78.61474036850922,78.61474036850922,78.33367570408875,arithmetic,60000,0.005,true,0.0,3
0.4,0.55,78.04690117252932,78.0469011725293,77.97060595891156,harmonic,60000,0.005,true,0.0,3
0.7,0.25,78.77554438860972,78.7755443886097,78.52090929373139,L^2,60000,0.005,true,0.0,3
0.3,0.55,78.13400335008374,78.13400335008376,77.87147274616233,maximum,60000,0.005,true,0.0,3
0.9,0.0,77.00167504187606,77.00167504187604,76.7640490424615,standard,60000,0.005,true,0.0,3
0.9,0.0,59.36515912897823,59.36515912897823,71.1792713628117,p0.5,60000,0.005,true,0.0,3
0.9,0.0,74.51591289782245,74.51591289782246,74.47959020801814,SAGE_Max,60000,0.005,true,0.0,3
0.9,0.0,74.85259631490787,74.85259631490787,75.28291329634739,SAGE_GCN,60000,0.005,true,0.0,3
0.7,0.25,79.10708291372944,79.10708291372944,79.14053879682157,geometric,60000,0.007,true,0.0,3
0.7,0.25,79.5636119503189,79.56361195031891,79.46414223116709,arithmetic,60000,0.007,true,0.0,3
0.7,0.25,79.03994629070158,79.03994629070158,79.12009764543335,harmonic,60000,0.007,true,0.0,3
0.4,0.55,79.48304800268546,79.48304800268545,79.2432169542926,L^2,60000,0.007,true,0.0,3
0.5,0.4,79.3202416918429,79.32024169184291,79.01607225844054,maximum,60000,0.007,true,0.0,3
0.9,0.0,78.42396777442094,78.42396777442094,78.30942840866558,standard,60000,0.007,true,0.0,3
0.9,0.0,70.78885532057737,70.78885532057738,71.4611476753064,p0.5,60000,0.007,true,0.0,3
0.9,0.0,72.01074185968446,72.01074185968444,72.20404692219378,SAGE_Max,60000,0.007,true,0.0,3
